customer_key,customer_number,customer_name,age,purchasing_behavior_segment,age_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,average_order_value,average_monthly_spend
250,AW00011249,"Cindy Patel",59,VIP,"45 - 70",2013-09-15,141,11,9890,11,11,23,899.0909,430.0000
671,AW00011670,"Jacqueline Perry",52,New,"45 - 70",2013-09-18,141,4,100,4,4,5,25.0000,20.0000
82,AW00011081,"Savannah Baker",53,New,"45 - 70",2013-04-13,146,5,104,5,5,2,20.8000,52.0000
14,AW00011013,"Ian Jenkins",45,New,"20 - 45",2014-01-21,137,5,114,5,5,9,22.8000,12.6667
1965,AW00012964,"Xavier Russell",52,New,"45 - 70",2013-11-16,139,6,120,6,6,7,20.0000,17.1429
2900,AW00013899,"Cameron Jones",39,New,"20 - 45",2013-04-13,146,1,22,1,1,0,22.0000,22
3546,AW00014545,"Faith Henderson",52,New,"45 - 70",2014-01-14,137,4,113,4,4,9,28.2500,12.5556
3530,AW00014529,"Kaitlin Sai",57,New,"45 - 70",2013-12-22,138,6,254,6,6,8,42.3333,31.7500
808,AW00011807,"Lucas Baker",48,New,"45 - 70",2013-09-12,141,5,153,5,5,4,30.6000,38.2500
2861,AW00013860,"Olivia Watson",47,New,"45 - 70",2014-01-19,137,8,123,8,8,11,15.3750,11.1818
745,AW00011744,"Stephanie Campbell",61,New,"45 - 70",2013-08-27,142,3,72,3,3,4,24.0000,18.0000
1534,AW00012533,"Luis Washington",79,New,"above 70",2013-04-13,146,7,272,7,7,2,38.8571,136.0000
3197,AW00014196,"Felicia Dominguez",69,New,"45 - 70",2014-01-08,138,6,138,6,6,8,23.0000,17.2500
400,AW00011399,"Brenda Mehta",50,New,"45 - 70",2013-04-13,146,2,14,2,2,0,7.0000,14
2329,AW00013328,"Albert Serrano",80,New,"above 70",2013-07-07,144,6,4708,6,6,2,784.6667,2354.0000
1943,AW00012942,"Morgan Harris",48,Regular,"45 - 70",2013-04-13,146,2,4502,2,2,15,2251.0000,300.1333
542,AW00011541,"Aidan Ross",60,VIP,"45 - 70",2013-04-13,146,5,5973,5,5,19,1194.6000,314.3684
1708,AW00012707,"Ian Lewis",78,VIP,"above 70",2013-04-13,146,5,5948,5,5,15,1189.6000,396.5333
2974,AW00013973,"Bethany Shan",55,VIP,"45 - 70",2013-12-09,139,7,5185,7,7,16,740.7143,324.0625
196,AW00011195,"Megan Henderson",73,New,"above 70",2013-10-22,140,6,105,6,6,6,17.5000,17.5000
3904,AW00014903,"Amanda Morgan",63,New,"45 - 70",2013-04-14,146,3,62,3,3,0,20.6667,62
3829,AW00014828,"Hector Muâ”œâ–’oz",40,New,"20 - 45",2013-04-14,146,2,76,2,2,0,38.0000,76
2228,AW00013227,"Alexander Wilson",72,New,"above 70",2013-04-14,146,2,72,2,2,0,36.0000,72
2190,AW00013189,"Gloria Romero",72,Regular,"above 70",2013-04-14,146,3,4765,3,3,14,1588.3333,340.3571
1341,AW00012340,"Stacy Diaz",43,VIP,"20 - 45",2013-09-23,141,6,6752,6,6,20,1125.3333,337.6000
1659,AW00012658,"Joy Gomez",65,New,"45 - 70",2013-05-13,145,7,6863,7,7,8,980.4286,857.8750
1133,AW00012132,"Kaitlyn Henderson",64,VIP,"45 - 70",2013-10-17,140,14,13294,14,14,32,949.5714,415.4375
617,AW00011616,"Casey Nath",44,VIP,"20 - 45",2013-04-15,146,10,5253,10,10,14,525.3000,375.2143
257,AW00011256,"Katelyn Hernandez",86,New,"above 70",2013-10-16,140,5,81,5,5,6,16.2000,13.5000
2180,AW00013179,"Adrian Sanchez",77,New,"above 70",2013-12-13,138,10,190,10,10,7,19.0000,27.1429
713,AW00011712,"Shelby Rogers",57,New,"45 - 70",2013-10-29,140,8,128,8,8,8,16.0000,16.0000
375,AW00011374,"Jimmy Ortega",76,New,"above 70",2013-04-15,146,3,69,3,3,0,23.0000,69
1203,AW00012202,"Xavier Ross",81,New,"above 70",2013-10-04,141,13,171,13,13,7,13.1538,24.4286
972,AW00011971,"Amanda Adams",46,New,"45 - 70",2013-11-25,139,5,134,5,5,7,26.8000,19.1429
3130,AW00014129,"Monica Martinez",40,New,"20 - 45",2013-04-15,146,2,3750,2,2,8,1875.0000,468.7500
473,AW00011472,"Kenneth Kumar",56,VIP,"45 - 70",2013-10-26,140,6,8165,6,6,27,1360.8333,302.4074
152,AW00011151,"Melinda Gill",77,VIP,"above 70",2013-10-20,140,6,8087,6,6,29,1347.8333,278.8621
1347,AW00012346,"Wesley Gao",44,VIP,"20 - 45",2013-09-18,141,5,6864,5,5,20,1372.8000,343.2000
1673,AW00012672,"Carson Butler",44,New,"20 - 45",2013-06-17,144,5,382,5,5,2,76.4000,191.0000
1334,AW00012333,"Terrance Rodriguez",71,VIP,"above 70",2013-06-05,145,11,10829,11,11,23,984.4545,470.8261
654,AW00011653,"Sydney Peterson",43,New,"20 - 45",2013-10-12,140,5,179,5,5,5,35.8000,35.8000
531,AW00011530,"Andrew Martinez",62,New,"45 - 70",2013-12-30,138,26,572,26,26,11,22.0000,52.0000
508,AW00011507,"Isabella Russell",53,New,"45 - 70",2014-01-20,137,31,651,31,31,11,21.0000,59.1818
3123,AW00014122,"Kaitlyn Miller",72,New,"above 70",2013-04-16,146,2,31,2,2,0,15.5000,31
1192,AW00012191,"Melissa Washington",60,New,"45 - 70",2013-09-28,141,5,246,5,5,5,49.2000,49.2000
1660,AW00012659,"Damien Chande",71,New,"above 70",2013-04-16,146,3,74,3,3,0,24.6667,74
1269,AW00012268,"Edwin Shan",61,New,"45 - 70",2013-04-16,146,1,50,1,1,0,50.0000,50
581,AW00011580,"Melvin Raje",86,New,"above 70",2013-04-16,146,1,35,1,1,0,35.0000,35
2179,AW00013178,"Megan Gray",56,Regular,"45 - 70",2013-04-16,146,3,4499,3,3,15,1499.6667,299.9333
1209,AW00012208,"Dominique Sanchez",79,VIP,"above 70",2013-04-16,146,5,5954,5,5,16,1190.8000,372.1250
3844,AW00014843,"Lee Vazquez",44,VIP,"20 - 45",2013-11-26,139,6,6690,6,6,29,1115.0000,230.6897
2525,AW00013524,"Cheryl Blanco",41,New,"20 - 45",2013-04-16,146,4,4528,4,4,9,1132.0000,503.1111
751,AW00011750,"Latoya She",40,VIP,"20 - 45",2013-10-01,141,6,8148,6,6,26,1358.0000,313.3846
1672,AW00012671,"Alan Huang",45,VIP,"20 - 45",2013-08-29,142,6,6802,6,6,18,1133.6667,377.8889
1674,AW00012673,"Colin Stone",44,VIP,"20 - 45",2013-09-05,142,5,6768,5,5,18,1353.6000,376.0000
1002,AW00012001,"Shannon Yang",43,VIP,"20 - 45",2013-08-14,142,7,8113,7,7,21,1159.0000,386.3333
740,AW00011739,"Aaron King",60,New,"45 - 70",2013-04-16,146,6,4758,6,6,3,793.0000,1586.0000
1658,AW00012657,"Audrey Blanco",70,VIP,"45 - 70",2013-12-23,138,8,7384,8,8,13,923.0000,568.0000
1331,AW00012330,"Preston Raman",70,VIP,"45 - 70",2013-12-24,138,10,7932,10,10,16,793.2000,495.7500
613,AW00011612,"Keith Andersen",39,VIP,"20 - 45",2013-11-18,139,6,6795,6,6,21,1132.5000,323.5714
2687,AW00013686,"Peter Jai",46,VIP,"45 - 70",2013-09-06,142,4,6493,4,4,28,1623.2500,231.8929
1006,AW00012005,"Gilbert Shen",51,VIP,"45 - 70",2013-08-17,142,6,6985,6,6,20,1164.1667,349.2500
124,AW00011123,"Philip Alvarez",59,New,"45 - 70",2014-01-25,137,8,150,8,8,9,18.7500,16.6667
3567,AW00014566,"Kaylee Mitchell",48,New,"45 - 70",2013-09-29,141,13,402,13,13,5,30.9231,80.4000
2733,AW00013732,"Julian Isla",53,New,"45 - 70",2013-08-25,142,5,109,5,5,6,21.8000,18.1667
3476,AW00014475,"Isabella Perry",58,New,"45 - 70",2013-04-17,146,2,7,2,2,0,3.5000,7
2497,AW00013496,"Lucas Morris",57,New,"45 - 70",2013-04-17,146,2,37,2,2,0,18.5000,37
3090,AW00014089,"Kaitlyn Gray",41,Regular,"20 - 45",2013-04-17,146,4,1893,4,4,13,473.2500,145.6154
2101,AW00013100,"Jeremy Perez",56,New,"45 - 70",2013-04-17,146,3,2377,3,3,0,792.3333,2377
1357,AW00012356,"Julia Wood",48,VIP,"45 - 70",2013-09-19,141,5,6810,5,5,20,1362.0000,340.5000
991,AW00011990,"Joanna Vazquez",57,VIP,"45 - 70",2013-08-22,142,7,8164,7,7,21,1166.2857,388.7619
1645,AW00012644,"Rachel Reed",66,New,"45 - 70",2013-04-20,146,7,6838,7,7,7,976.8571,976.8571
1382,AW00012381,"Johnny Lal",40,New,"20 - 45",2013-04-18,146,6,5161,6,6,9,860.1667,573.4444
1287,AW00012286,"Nathan Jenkins",50,New,"45 - 70",2013-04-18,146,9,5255,9,9,11,583.8889,477.7273
3861,AW00014860,"Arturo Chande",62,New,"45 - 70",2013-06-24,144,4,67,4,4,2,16.7500,33.5000
2618,AW00013617,"Gerald Suri",43,New,"20 - 45",2014-01-20,137,5,142,5,5,9,28.4000,15.7778
2780,AW00013779,"Manuel Garcia",53,Regular,"45 - 70",2013-04-18,146,6,3063,6,6,15,510.5000,204.2000
501,AW00011500,"Sarah Simmons",45,New,"20 - 45",2014-01-10,138,30,653,30,30,11,21.7667,59.3636
1531,AW00012530,"Isabel Coleman",47,New,"45 - 70",2013-12-08,139,11,338,11,11,9,30.7273,37.5556
3245,AW00014244,"Jennifer Griffin",66,New,"45 - 70",2013-12-20,138,5,155,5,5,8,31.0000,19.3750
3136,AW00014135,"Clayton Xie",76,New,"above 70",2013-04-18,146,3,87,3,3,0,29.0000,87
2810,AW00013809,"Lisa Zhou",56,New,"45 - 70",2013-04-18,146,4,114,4,4,0,28.5000,114
312,AW00011311,"Gabrielle Lopez",66,New,"45 - 70",2013-09-13,141,4,77,4,4,4,19.2500,19.2500
1047,AW00012046,"Alexa Cook",45,New,"20 - 45",2013-04-18,146,2,44,2,2,2,22.0000,22.0000
1195,AW00012194,"Destiny Foster",66,New,"45 - 70",2013-05-09,146,4,83,4,4,0,20.7500,83
2351,AW00013350,"Isaac Sandberg",76,New,"above 70",2014-01-28,137,7,133,7,7,9,19.0000,14.7778
1954,AW00012953,"Catherine Cooper",56,New,"45 - 70",2013-04-18,146,3,81,3,3,0,27.0000,81
630,AW00011629,"Isaiah Wright",48,VIP,"45 - 70",2013-04-18,146,4,5930,4,4,18,1482.5000,329.4444
136,AW00011135,"Marcus Harris",40,New,"20 - 45",2013-04-18,146,3,2335,3,3,0,778.3333,2335
3345,AW00014344,"Kurt Xie",80,New,"above 70",2013-12-22,138,5,127,5,5,8,25.4000,15.8750
1036,AW00012035,"Gerald Prasad",78,New,"above 70",2013-05-14,145,6,81,6,6,3,13.5000,27.0000
754,AW00011753,"Felicia Ortega",49,New,"45 - 70",2013-10-15,140,4,48,4,4,5,12.0000,9.6000
79,AW00011078,"Gina Martin",40,New,"20 - 45",2014-01-28,137,31,912,31,31,11,29.4194,82.9091
1062,AW00012061,"Bryce Brooks",76,New,"above 70",2013-09-29,141,10,140,10,10,8,14.0000,17.5000
3921,AW00014920,"Jason Hill",55,New,"45 - 70",2013-04-19,146,1,5,1,1,0,5.0000,5
2901,AW00013900,"Isaac Campbell",39,New,"20 - 45",2013-04-19,146,1,22,1,1,0,22.0000,22
479,AW00011478,"Billy Hernandez",41,New,"20 - 45",2013-04-19,146,1,54,1,1,0,54.0000,54
2504,AW00013503,"Theodore Gomez",56,New,"45 - 70",2013-05-22,145,5,101,5,5,1,20.2000,101.0000
2508,AW00013507,"Margaret Patterson",64,New,"45 - 70",2013-04-25,146,3,44,3,3,0,14.6667,44
2545,AW00013544,"Joy Martin",43,New,"20 - 45",2013-11-17,139,6,108,6,6,6,18.0000,18.0000
2310,AW00013309,"Angela Sanders",78,New,"above 70",2013-04-19,146,1,22,1,1,0,22.0000,22
2174,AW00013173,"Dalton Brooks",51,Regular,"45 - 70",2013-04-19,146,5,4598,5,5,15,919.6000,306.5333
1918,AW00012917,"Vanessa Russell",49,VIP,"45 - 70",2013-04-19,146,2,5898,2,2,15,2949.0000,393.2000
1359,AW00012358,"Lacey Raje",49,VIP,"45 - 70",2013-09-04,142,5,6787,5,5,19,1357.4000,357.2105
2686,AW00013685,"Briana Torres",41,VIP,"20 - 45",2013-08-25,142,9,6509,9,9,27,723.2222,241.0741
2698,AW00013697,"Jâ”œÂ®sus Munoz",48,VIP,"45 - 70",2013-08-31,142,7,6485,7,7,28,926.4286,231.6071
143,AW00011142,"Eduardo Patterson",42,New,"20 - 45",2014-01-13,137,36,979,36,36,11,27.1944,89.0000
2670,AW00013669,"Kristy Gill",56,New,"45 - 70",2014-01-18,137,5,129,5,5,8,25.8000,16.1250
876,AW00011875,"Jonathan Brown",59,New,"45 - 70",2014-01-27,137,11,292,11,11,9,26.5455,32.4444
2145,AW00013144,"Destiny Stewart",43,New,"20 - 45",2013-09-06,142,11,281,11,11,6,25.5455,46.8333
3583,AW00014582,"Marcus Reed",44,New,"20 - 45",2013-11-24,139,9,112,9,9,9,12.4444,12.4444
1431,AW00012430,"Kaitlyn Thompson",64,New,"45 - 70",2014-01-10,138,11,289,11,11,8,26.2727,36.1250
3281,AW00014280,"Isaac Oliver",46,New,"45 - 70",2013-04-20,146,2,57,2,2,0,28.5000,57
2749,AW00013748,"Josâ”œÂ® Martinez",56,New,"45 - 70",2013-04-20,146,2,72,2,2,0,36.0000,72
3493,AW00014492,"Justin Patterson",66,New,"45 - 70",2013-04-20,146,2,7,2,2,0,3.5000,7
516,AW00011515,"Shannon Huang",65,VIP,"45 - 70",2013-04-20,146,4,5930,4,4,19,1482.5000,312.1053
1676,AW00012675,"Holly Fernandez",40,VIP,"20 - 45",2013-09-14,141,5,6812,5,5,19,1362.4000,358.5263
444,AW00011443,"Grace Griffin",43,VIP,"20 - 45",2013-10-01,141,8,8235,8,8,27,1029.3750,305.0000
987,AW00011986,"Max Alvarez",56,VIP,"45 - 70",2013-08-27,142,11,8245,11,11,21,749.5455,392.6190
1223,AW00012222,"Jenny Xu",58,VIP,"45 - 70",2013-12-07,139,8,6909,8,8,20,863.6250,345.4500
3072,AW00014071,"Jack Li",61,New,"45 - 70",2013-07-31,143,5,5618,5,5,11,1123.6000,510.7273
2557,AW00013556,"Alisha Nath",50,VIP,"45 - 70",2013-11-18,139,7,6497,7,7,22,928.1429,295.3182
786,AW00011785,"Theodore Diaz",42,New,"20 - 45",2013-08-31,142,3,75,3,3,4,25.0000,18.7500
114,AW00011113,"Micheal Blanco",52,New,"45 - 70",2013-04-21,146,7,110,7,7,2,15.7143,55.0000
3909,AW00014908,"Morgan Mitchell",52,New,"45 - 70",2013-04-21,146,2,40,2,2,0,20.0000,40
3879,AW00014878,"Marcus Murphy",53,New,"45 - 70",2013-04-21,146,4,126,4,4,0,31.5000,126
3609,AW00014608,"Warren Gao",55,New,"45 - 70",2013-04-21,146,2,40,2,2,0,20.0000,40
644,AW00011643,"Naomi Munoz",49,New,"45 - 70",2013-07-04,144,5,100,5,5,2,20.0000,50.0000
2981,AW00013980,"Margaret Liu",40,New,"20 - 45",2013-04-21,146,2,57,2,2,0,28.5000,57
2291,AW00013290,"Jordan Campbell",57,New,"45 - 70",2013-11-16,139,8,112,8,8,6,14.0000,18.6667
1628,AW00012627,"Leah Zheng",46,New,"45 - 70",2013-06-30,144,6,111,6,6,2,18.5000,55.5000
1468,AW00012467,"Jennifer Jones",41,New,"20 - 45",2013-04-21,146,2,59,2,2,0,29.5000,59
1380,AW00012379,"Bridget Chande",41,New,"20 - 45",2013-04-21,146,1,50,1,1,0,50.0000,50
425,AW00011424,"Pamela Garcia",60,New,"45 - 70",2013-04-21,146,2,44,2,2,0,22.0000,44
2177,AW00013176,"Kurt Chander",52,Regular,"45 - 70",2013-04-21,146,4,4753,4,4,14,1188.2500,339.5000
2178,AW00013177,"Taylor Rogers",56,Regular,"45 - 70",2013-04-21,146,3,4499,3,3,14,1499.6667,321.3571
2206,AW00013205,"Jerome Torres",75,Regular,"above 70",2013-04-21,146,4,4803,4,4,15,1200.7500,320.2000
1936,AW00012935,"Robert Hill",45,Regular,"20 - 45",2013-04-21,146,4,4794,4,4,15,1198.5000,319.6000
1210,AW00012209,"Mindy Jai",79,VIP,"above 70",2013-04-21,146,3,5908,3,3,16,1969.3333,369.2500
1363,AW00012362,"Thomas Harrison",73,VIP,"above 70",2013-04-21,146,4,5904,4,4,16,1476.0000,369.0000
482,AW00011481,"Erica Hu",46,Regular,"45 - 70",2013-04-21,146,6,4978,6,6,14,829.6667,355.5714
1215,AW00012214,"Julie Raje",57,VIP,"45 - 70",2013-12-17,138,8,6803,8,8,21,850.3750,323.9524
3316,AW00014315,"Carl Chander",55,New,"45 - 70",2013-10-05,141,5,109,5,5,5,21.8000,21.8000
821,AW00011820,"Katelyn Lopez",47,New,"45 - 70",2013-12-06,139,10,232,10,10,9,23.2000,25.7778
1160,AW00012159,"Kaitlyn Scott",50,New,"45 - 70",2014-01-15,137,12,259,12,12,10,21.5833,25.9000
2487,AW00013486,"Rebekah Gomez",82,New,"above 70",2013-09-02,142,7,226,7,7,4,32.2857,56.5000
2986,AW00013985,"Alexis Wood",40,New,"20 - 45",2013-04-22,146,2,31,2,2,0,15.5000,31
3807,AW00014806,"Damien Jai",51,New,"45 - 70",2013-06-13,144,6,243,6,6,1,40.5000,243.0000
1016,AW00012015,"Jacob White",43,New,"20 - 45",2013-04-22,146,3,62,3,3,0,20.6667,62
860,AW00011859,"Blake Garcia",57,New,"45 - 70",2013-12-01,139,3,72,3,3,7,24.0000,10.2857
1931,AW00012930,"Grace Harris",50,Regular,"45 - 70",2013-04-22,146,4,4514,4,4,15,1128.5000,300.9333
3792,AW00014791,"Ashlee Deng",52,VIP,"45 - 70",2013-06-22,144,9,7210,9,9,13,801.1111,554.6154
659,AW00011658,"Robert Mitchell",39,New,"20 - 45",2013-07-24,143,5,112,5,5,3,22.4000,37.3333
3442,AW00014441,"William Lewis",48,New,"45 - 70",2013-04-23,146,2,142,2,2,0,71.0000,142
476,AW00011475,"Cesar Subram",41,New,"20 - 45",2013-04-23,146,4,69,4,4,0,17.2500,69
2817,AW00013816,"Marissa Henderson",40,New,"20 - 45",2013-08-30,142,9,261,9,9,4,29.0000,65.2500
3076,AW00014075,"Robert Harris",43,New,"20 - 45",2013-04-23,146,2,57,2,2,0,28.5000,57
806,AW00011805,"Richard Green",48,New,"45 - 70",2013-11-05,140,4,129,4,4,6,32.2500,21.5000
3111,AW00014110,"Dakota Simmons",46,New,"45 - 70",2013-04-23,146,4,819,4,4,0,204.7500,819
3038,AW00014037,"Lydia Sara",45,Regular,"20 - 45",2013-04-23,146,5,1898,5,5,13,379.6000,146.0000
626,AW00011625,"Zachary Moore",46,VIP,"45 - 70",2013-04-23,146,4,5913,4,4,18,1478.2500,328.5000
2094,AW00013093,"Michelle James",62,Regular,"45 - 70",2013-04-23,146,4,4778,4,4,15,1194.5000,318.5333
127,AW00011126,"Shaun Carson",70,Regular,"45 - 70",2013-11-03,140,8,4971,8,8,29,621.3750,171.4138
1675,AW00012674,"Jimmy Travers",44,VIP,"20 - 45",2013-09-04,142,4,6829,4,4,18,1707.2500,379.3889
1635,AW00012634,"Derrick Ruiz",74,New,"above 70",2013-04-24,146,5,6787,5,5,7,1357.4000,969.5714
614,AW00011613,"Meredith Prasad",44,New,"20 - 45",2013-04-24,146,4,4381,4,4,11,1095.2500,398.2727
1298,AW00012297,"Felicia Blanco",75,VIP,"above 70",2013-11-09,140,11,8022,11,11,14,729.2727,573.0000
2523,AW00013522,"Logan Taylor",42,New,"20 - 45",2013-06-25,144,2,60,2,2,2,30.0000,30.0000
1692,AW00012691,"Rafael Andersen",47,New,"45 - 70",2013-12-13,138,5,247,5,5,7,49.4000,35.2857
702,AW00011701,"David Hayes",39,New,"20 - 45",2013-05-04,146,4,129,4,4,0,32.2500,129
1068,AW00012067,"Aaron Bryant",75,New,"above 70",2013-07-26,143,5,134,5,5,3,26.8000,44.6667
1137,AW00012136,"Blake Turner",87,New,"above 70",2014-01-23,137,10,181,10,10,8,18.1000,22.6250
2232,AW00013231,"Alexia Ross",71,New,"above 70",2013-09-17,141,11,248,11,11,4,22.5455,62.0000
3120,AW00014119,"Paige Cooper",52,New,"45 - 70",2013-10-28,140,7,149,7,7,6,21.2857,24.8333
687,AW00011686,"Luke Edwards",49,New,"45 - 70",2013-04-24,146,4,129,4,4,1,32.2500,129.0000
3086,AW00014085,"Nathan Garcia",39,New,"20 - 45",2013-04-24,146,3,37,3,3,0,12.3333,37
2222,AW00013221,"Madeline Hall",73,Regular,"above 70",2013-04-24,146,4,4795,4,4,15,1198.7500,319.6667
655,AW00011654,"Ariana Sanchez",48,VIP,"45 - 70",2013-04-24,146,4,5955,4,4,18,1488.7500,330.8333
625,AW00011624,"Ryan Smith",41,VIP,"20 - 45",2013-04-24,146,2,5898,2,2,19,2949.0000,310.4211
2017,AW00013016,"Antonio Bryant",51,Regular,"45 - 70",2013-04-24,146,5,4813,5,5,15,962.6000,320.8667
2084,AW00013083,"Jordyn Butler",46,Regular,"45 - 70",2013-04-24,146,4,4533,4,4,15,1133.2500,302.2000
1710,AW00012709,"Ian Rodriguez",78,VIP,"above 70",2013-04-24,146,3,5933,3,3,16,1977.6667,370.8125
3771,AW00014770,"Melvin Andersen",46,VIP,"45 - 70",2013-10-11,141,5,6679,5,5,27,1335.8000,247.3704
3779,AW00014778,"Renee Jimenez",52,VIP,"45 - 70",2013-11-17,139,7,6673,7,7,29,953.2857,230.1034
1678,AW00012677,"Cedric Liu",45,VIP,"20 - 45",2013-09-21,141,4,6785,4,4,19,1696.2500,357.1053
995,AW00011994,"Leah Hu",47,VIP,"45 - 70",2013-08-23,142,5,8169,5,5,20,1633.8000,408.4500
1219,AW00012218,"Mitchell Xu",58,New,"45 - 70",2013-04-25,146,5,4472,5,5,11,894.4000,406.5455
1944,AW00012943,"Caleb Perez",54,New,"45 - 70",2014-01-16,137,5,106,5,5,8,21.2000,13.2500
1074,AW00012073,"Thomas Rodriguez",75,New,"above 70",2013-04-25,146,5,134,5,5,1,26.8000,134.0000
641,AW00011640,"Chloe Wilson",49,New,"45 - 70",2013-12-29,138,15,408,15,15,9,27.2000,45.3333
710,AW00011709,"Hailey Collins",56,New,"45 - 70",2013-10-14,140,12,325,12,12,7,27.0833,46.4286
3295,AW00014294,"Steven Gray",62,New,"45 - 70",2013-04-25,146,3,81,3,3,0,27.0000,81
1505,AW00012504,"Arthur Gutierrez",56,New,"45 - 70",2013-04-25,146,3,61,3,3,0,20.3333,61
1982,AW00012981,"Joe Sanz",60,Regular,"45 - 70",2013-04-25,146,4,4809,4,4,15,1202.2500,320.6000
1010,AW00012009,"Ann Martinez",62,VIP,"45 - 70",2013-08-13,142,7,8195,7,7,20,1170.7143,409.7500
1339,AW00012338,"Monica Vance",43,VIP,"20 - 45",2013-08-17,142,8,8265,8,8,19,1033.1250,435.0000
1308,AW00012307,"Brad She",65,VIP,"45 - 70",2013-11-17,139,11,13172,11,11,29,1197.4545,454.2069
2615,AW00013614,"Julie Becker",39,New,"20 - 45",2013-10-16,140,5,114,5,5,5,22.8000,22.8000
635,AW00011634,"Samuel Collins",47,New,"45 - 70",2013-04-26,146,3,39,3,3,1,13.0000,39.0000
720,AW00011719,"Blake Green",54,New,"45 - 70",2013-09-20,141,11,286,11,11,4,26.0000,71.5000
3095,AW00014094,"Amanda Russell",42,New,"20 - 45",2013-04-26,146,1,22,1,1,0,22.0000,22
2915,AW00013914,"Abigail Bell",55,New,"45 - 70",2013-04-26,146,2,72,2,2,0,36.0000,72
1933,AW00012932,"Tyler Johnson",50,New,"45 - 70",2013-10-27,140,3,49,3,3,6,16.3333,8.1667
1235,AW00012234,"Clarence Zeng",65,New,"45 - 70",2013-04-26,146,1,35,1,1,0,35.0000,35
691,AW00011690,"Caroline Butler",49,VIP,"45 - 70",2013-04-26,146,4,5904,4,4,18,1476.0000,328.0000
624,AW00011623,"Angela Perry",46,VIP,"45 - 70",2013-04-26,146,5,5948,5,5,19,1189.6000,313.0526
389,AW00011388,"Joseph Martin",60,VIP,"45 - 70",2013-04-26,146,7,6987,7,7,21,998.1429,332.7143
3088,AW00014087,"Harold Garcia",82,New,"above 70",2013-07-08,144,5,342,5,5,5,68.4000,68.4000
165,AW00011164,"Devin Brooks",45,New,"20 - 45",2013-08-05,143,6,145,6,6,3,24.1667,48.3333
923,AW00011922,"James Davis",40,New,"20 - 45",2013-10-23,140,12,276,12,12,8,23.0000,34.5000
2309,AW00013308,"Kaitlyn King",83,New,"above 70",2013-04-27,146,2,30,2,2,0,15.0000,30
1928,AW00012927,"Savannah Sanchez",53,New,"45 - 70",2013-07-23,143,5,108,5,5,2,21.6000,54.0000
856,AW00011855,"Christian Walker",50,New,"45 - 70",2013-09-11,142,3,90,3,3,4,30.0000,22.5000
2422,AW00013421,"Alyssa Patterson",54,New,"45 - 70",2013-04-27,146,2,24,2,2,0,12.0000,24
867,AW00011866,"Lucas Scott",58,New,"45 - 70",2013-04-27,146,2,43,2,2,2,21.5000,21.5000
2587,AW00013586,"Larry Alonso",61,New,"45 - 70",2013-12-18,138,4,98,4,4,7,24.5000,14.0000
631,AW00011630,"Haley Powell",48,VIP,"45 - 70",2013-04-27,146,3,5933,3,3,19,1977.6667,312.2632
1930,AW00012929,"Vanessa Bryant",50,Regular,"45 - 70",2013-04-27,146,4,4820,4,4,15,1205.0000,321.3333
1351,AW00012350,"Logan Hernandez",41,VIP,"20 - 45",2013-09-25,141,6,6791,6,6,20,1131.8333,339.5500
1005,AW00012004,"Jarrod Suri",50,VIP,"45 - 70",2013-08-08,143,4,8114,4,4,21,2028.5000,386.3810
121,AW00011120,"Beth Jimâ”œÂ®nez",83,VIP,"above 70",2013-09-19,141,10,8242,10,10,28,824.2000,294.3571
1654,AW00012653,"Nichole Andersen",69,New,"45 - 70",2013-05-28,145,10,6859,10,10,8,685.9000,857.3750
1132,AW00012131,"Randall Dominguez",64,VIP,"45 - 70",2013-10-10,141,11,13265,11,11,31,1205.9091,427.9032
20,AW00011019,"Luke Lal",41,New,"20 - 45",2014-01-12,137,33,880,33,33,11,26.6667,80.0000
2038,AW00013037,"Terrence Pal",64,New,"45 - 70",2013-11-10,140,2,60,2,2,6,30.0000,10.0000
3125,AW00014124,"Justin Li",39,New,"20 - 45",2013-11-14,139,2,58,2,2,6,29.0000,9.6667
213,AW00011212,"Chloe Campbell",70,New,"45 - 70",2014-01-17,137,33,824,33,33,11,24.9697,74.9091
3275,AW00014274,"Edward Williams",43,New,"20 - 45",2013-12-29,138,6,122,6,6,8,20.3333,15.2500
770,AW00011769,"Haley Hernandez",46,New,"45 - 70",2013-09-18,141,17,478,17,17,4,28.1176,119.5000
3595,AW00014594,"Lauren Taylor",53,New,"45 - 70",2013-04-28,146,2,164,2,2,0,82.0000,164
3203,AW00014202,"Clayton Zeng",71,New,"above 70",2013-04-28,146,1,33,1,1,0,33.0000,33
1296,AW00012295,"Dwayne Gomez",69,New,"45 - 70",2013-09-26,141,9,174,9,9,7,19.3333,24.8571
1815,AW00012814,"Casey Sharma",41,New,"20 - 45",2013-04-28,146,2,29,2,2,0,14.5000,29
790,AW00011789,"Bailey Phillips",44,New,"20 - 45",2013-04-28,146,3,72,3,3,1,24.0000,72.0000
847,AW00011846,"Savannah Reed",55,New,"45 - 70",2013-07-10,144,2,85,2,2,2,42.5000,42.5000
3107,AW00014106,"Melissa Hughes",43,Regular,"20 - 45",2013-04-28,146,5,1839,5,5,12,367.8000,153.2500
3131,AW00014130,"Rebekah Serrano",40,New,"20 - 45",2013-04-28,146,5,3814,5,5,8,762.8000,476.7500
